DRUG_ID,DRUG_NAME,INDICATION_FDB
2187,piperacillin,Complicated Skin and Skin Structure Infection
2166,pilocarpine,Aptyalism
2187,piperacillin,Inflammatory Disease of Female Pelvic Organs
2245,prednisolone,Acute lymphoid leukemia
2245,prednisolone,Erythema multiforme
765,cyproheptadine,Dermatographic urticaria
783,daptomycin,Complicated Skin and Skin Structure Streptococcus Agalactiae Infection
824,dexamethasone,Tuberculosis Meningitis Treatment Adjunct
1612,lovastatin,Hypertriglyceridemia
1596,lomustine,Neoplasm of brain
1641,mebendazole,Ascariasis
1751,methotrexate,Meningeal Leukemia
1790,metronidazole,Infectious disorder of joint
1790,metronidazole,Bacteroides Pneumonia
328,benzoyl peroxide,Atopic dermatitis
348,betamethasone,Erythroderma
348,betamethasone,Synovitis
394,bretylium,Prevention of Ventricular Fibrillation
427,bumetanide,Pulmonary Edema due to Chronic Heart Failure
2239,pravastatin,Slow Progression of Coronary Artery Disease
2243,prednicarbate,Primary cutaneous T cell lymphoma
2243,prednicarbate,Contact dermatitis
2328,pyrazinamide,Acute tuberculosis
960,doxorubicin,Non Hodgkin's lymphoma
925,dirithromycin,Acute Moraxella catarrhalis bronchitis
934,levomenthol,Diaper rash
1813,minocycline,Ornithosis
1786,metoprolol,Myocardial Reinfarction Prevention
1865,nadolol,Angina pectoris
1967,norfloxacin,Complicated Proteus UTI
1981,ofloxacin,Pneumonia due to Escherichia coli
463,caffeine,Cluster headache syndrome
546,cefotaxime,Haemophilus Parainfluenzae Pneumonia
546,cefotaxime,Bacteroides Pelvic Inflammatory Disease
546,cefotaxime,Female genital tract infection
534,cefditoren pivoxil,Haemophilus Influenzae Chronic Bronchitis
533,cefdinir,Acute Moraxella catarrhalis bronchitis
2384,rimexolone,Uveitis
2346,quinidine,Malaria
2424,scopolamine,Uveitis
2500,sulfadiazine,Toxoplasmosis associated with acquired immunodeficiency syndrome
4302,glycopyrronium bromide,Excessive salivation
4309,hydroxocobalamin,Cobalamin deficiency
4513,magnesium silicate,Indigestion
4664,benzoic acid,Morphea
4548,flumetasone,Granuloma annulare
4528,ferrous sulfate,Anemia of prematurity
4631,nitroprusside,Malignant essential hypertension
1967,norfloxacin,Peritonitis
1981,ofloxacin,Gonorrhea of rectum
2041,oxytetracycline,Actinomycotic infection
550,cefoxitin,Intra Abdominal E. Coli Abscess
564,ceftriaxone,Salmonella septicemia
562,ceftibuten,Acute otitis media
563,ceftizoxime,Infection of bone
563,ceftizoxime,Acute gonococcal urethritis
575,cefapirin,Bacterial septicemia
575,cefapirin,Staphylococcus Epidermidis Skin and Skin Structure Infection
565,cefuroxime,Osteomyelitis due to Staphylococcus aureus
585,clofedanol,Common cold
2486,succimer,Accidental poisoning by lead and its compounds and fumes
2489,suxamethonium,General anesthesia
2581,telithromycin,Moraxella Catarrhalis Pneumonia
2571,tazarotene,Acne vulgaris
2657,ticlopidine,Subacute Stent Thrombosis Prevention
30,methoxsalen,Vitiligo
52,paracetamol,Headache disorder
82,acrivastine,Nasal discharge
102,alatrofloxacin,Streptococcus Pneumoniae Bronchitis
102,alatrofloxacin,Haemophilus influenzae pneumonia
163,aminocaproic acid,Postsurgical Hemorrhage
192,amoxicillin,Acute exacerbation of chronic bronchitis
2082,benzylpenicillin,Rat bite fever
2055,calcium pantothenate,Pantothenic acid deficiency
2048,pamidronic acid,Osteitis deformans
2149,phenylpropanolamine,Vasomotor rhinitis
659,ciprofloxacin,Infectious diarrheal disease
632,cyclacillin,Urinary tract infectious disease
639,cidofovir,Acyclovir Resistant Mucocutaneous HSV in Immunocompromised Patients
678,clindamycin,Pneumonia due to Streptococcus
669,clavulanic acid,Pneumonia due to Staphylococcus aureus
708,clopidogrel,Peripheral Arterial Thromboembolism Prevention
2684,tobramycin,Staphylococcus Aureus Complicated UTI
2684,tobramycin,Osteomyelitis due to Staphylococcus aureus
2727,triamcinolone diacetate,Allergic rhinitis
2749,alimemazine,Allergic rhinitis
2752,trimetaphan,Pulmonary edema
2726,triamcinolone acetonide,Autoimmune hemolytic anemia
2815,verapamil,Angina pectoris
224,antazoline,Ocular Itching
333,benzatropine,Extrapyramidal disease
348,betamethasone,Edema of larynx
2245,prednisolone,Systemic lupus erythematosus
2245,prednisolone,Adrenal cortical hypofunction
2245,prednisolone,Adrenogenital disorder
2245,prednisolone,Iridocyclitis
2245,prednisolone,Erythroderma
2239,pravastatin,Primary Prevention of Coronary Heart Disease
725,codeine,Headache disorder
720,cloxacillin,Infection of skin AND/OR subcutaneous tissue
734,cortisone acetate,Disorder of eye
734,cortisone acetate,Disorder of musculoskeletal system
802,demeclocycline,Lymphogranuloma venereum
802,demeclocycline,Pharyngitis
790,decitabine,Myelodysplastic syndrome
2831,retinol,Vitamin Deficiency Prevention
2777,trovafloxacin,Female pelvic cellulitis
2777,trovafloxacin,Gardnerella Pelvic Cellulitis
2777,trovafloxacin,Pneumonia due to Escherichia coli
2797,ursodiol,Cholelithiasis Prevention
2803,valproic acid,"Bipolar affective disorder, current episode manic"
3083,cetylpyridinium,Local anesthesia
375,bisacodyl,Constipation
358,bethanechol,Retention of urine
349,betamethasone acetate,Disorder of eye
470,camphor,Sprains and Strains
480,capecitabine,Metastatic Breast Carcinoma
2326,pseudoephedrine,Allergic rhinitis
2377,rifampicin,Acute tuberculosis
2356,ramipril,Chronic heart failure
2424,scopolamine,Peptic ulcer
2424,scopolamine,Dilated pupil
824,dexamethasone,Miliary tuberculosis
824,dexamethasone,Transfusion Reaction Urticaria
839,dexrazoxane,Doxorubicin Induced Cardiomyopathy
865,diclofenac,Post Op Ocular Inflammation
546,cefotaxime,Staphylococcus Pelvic Inflammatory Disease
535,cefepime,Bacterial pneumonia
535,cefepime,Streptococcus pyogenes infection
527,cefamandole,Peritonitis
527,cefamandole,Infection due to Escherichia coli
559,ceftazidime,Sepsis due to Staphylococcus aureus
559,ceftazidime,Enterobacter Osteomyelitis
565,cefuroxime,Bacterial pneumonia
2529,sulfafurazole,Meningococcal meningitis
2514,sulfamethoxazole,Proteus urinary tract infection
2531,sulfobromophthalein,Diagnostic aid
2466,sparfloxacin,Staphylococcus Aureus Bronchitis
2583,telmisartan,Myocardial Infarction Prevention
968,drospirenone,Contraception
960,doxorubicin,Carcinoma of breast
961,doxycycline,Severe Recalcitrant Nodular Rosacea
941,docusate sodium,Breastfeeding (mother)
937,dobutamine,Decompensated cardiac failure
976,diprophylline,Asthma
4202,sodium lactate,Hypokalemia
4266,phenol,Mouth Irritation
593,chlorcyclizine,Allergic rhinitis
581,cetirizine,Chronic idiopathic urticaria
616,chlorphenamine,Dermatographic urticaria
632,cyclacillin,Bronchitis
678,clindamycin,Gas gangrene caused by clostridium perfringens
678,clindamycin,Infectious disorder of joint
669,clavulanic acid,Infection of skin AND/OR subcutaneous tissue
669,clavulanic acid,Haemophilus Influenzae Acute Otitis Media
669,clavulanic acid,Infective otitis media
668,clarithromycin,Acute otitis media
2725,triamcinolone,Atopic dermatitis
2725,triamcinolone,Pemphigus
2656,ticarcillin,Urinary tract infectious disease
2684,tobramycin,Perforation of cornea
2671,tinidazole,Infection by Trichomonas
2695,tolazoline,Cerebrovascular disease
2696,tolbutamide,Diagnostic Test for Pancreatic Islet Cell Adenoma
2755,trimethoprim,Proteus urinary tract infection
1057,estradiol,Premenstrual dysphoric disorder
1048,erythromycin,Acute gonococcal urethritis
1046,ertapenem,Complicated Skin and Skin Structure Streptococcus Pyogenes Infection
1152,fenofibrate,Hypertriglyceridemia
4260,sulfur,Acneiform eruption
4260,sulfur,Greasy skin
4434,calcium glycerylphosphate,Hypocalcemia
4456,hydrocortisone succinate,Transplanted organ rejection
4456,hydrocortisone succinate,Autoimmune hemolytic anemia
4456,hydrocortisone succinate,Primary adrenocortical insufficiency
734,cortisone acetate,Erythroderma
734,cortisone acetate,Diagnostic Test for Cushing's Syndrome
749,cyclizine,Allergic rhinitis
2726,triamcinolone acetonide,Bursitis
2726,triamcinolone acetonide,Erythroderma
2726,triamcinolone acetonide,Plaque psoriasis
2835,nicotinic acid,Hypertriglyceridemia
2811,vecuronium,General anesthesia
1073,ethambutol,Acute tuberculosis
1261,fusidic acid,Relapsing fever
1261,fusidic acid,Acne vulgaris
1261,fusidic acid,Staphylococcus Aureus Complicated UTI
1261,fusidic acid,Cutaneous anthrax
1261,fusidic acid,Infective otitis media
1258,furosemide,Edema
1217,fludroxycortide,Contact dermatitis
4392,cisplatin,Malignant tumor of ovary
4609,testosterone enantate,Hormone receptor positive malignant neoplasm of breast
817,desmopressin,Hereditary factor VIII deficiency disease
782,dapsone,Leprosy
912,dinoprost,Induction of labor
3617,tolnaftate,Pityriasis versicolor
1327,goserelin,Endometrial Ablation Adjunct
1330,grepafloxacin,Haemophilus Influenzae Bronchitis
1311,glutamine,Short bowel syndrome
1379,homatropine,Perioperative Mydriasis
874,diethylpropion,Obesity
939,docetaxel,Metastatic Breast Carcinoma
4135,lisdexamfetamine,Attention deficit hyperactivity disorder
4137,paliperidone,Schizoaffective disorder
3333,meclocycline,Chancroid
3333,meclocycline,Anthrax
659,ciprofloxacin,Chancroid
659,ciprofloxacin,Haemophilus influenzae pneumonia
659,ciprofloxacin,Escherichia coli urinary tract infection
659,ciprofloxacin,Enterococcus Urinary Tract Infection
659,ciprofloxacin,Cystitis
659,ciprofloxacin,Serratia Joint Infection
647,cinacalcet,Hypercalcemia due to Primary Hyperparathyroidism
668,clarithromycin,Pneumonia due to Mycoplasma pneumoniae
667,cladribine,Hairy cell leukemia
704,clonidine,Increased Intraocular Pressure after Ocular Procedure
725,codeine,Nasal discharge
2551,tacrine,Alzheimer's disease
2514,sulfamethoxazole,Nocardiosis
2611,tetracycline,Chlamydia trachomatis infection of genital structure
2592,tenofovir,HIV / AIDS (Human immunodeficiency virus infection)
2607,testosterone,Primary Hypogonadism due to Bilateral Torsion
2572,tazobactam,E. Coli Endometritis
976,diprophylline,Asthma management
968,drospirenone,Menopausal flushing
1048,erythromycin,Infection due to Staphylococcus aureus
1051,erythromycin ethyl succinate,Hepatic coma
1103,etodolac,Juvenile rheumatoid arthritis
4213,hydrocortisone acetate,Ankylosing spondylitis
4201,calcium chloride,Surgical Hemostasis Adjunct
734,cortisone acetate,Keratitis
802,demeclocycline,Rocky Mountain spotted fever
778,dalfopristin,Streptococcus pyogenes infection
2712,trandolapril,Chronic heart failure
2705,tolterodine,Bladder muscle dysfunction overactive
2657,ticlopidine,Cerebrovascular Occlusion
2684,tobramycin,Bacterial peritonitis
2684,tobramycin,Bacterial meningitis
2638,thiotepa,Peritoneal Malignant Effusions
2632,thioguanine,"Acute myeloid leukemia, disease"
2633,thiopental,Epilepsy
2762,tripelennamine,Anaphylaxis Adjunct
2727,triamcinolone diacetate,Tenosynovitis
2755,trimethoprim,Shigellosis
1261,fusidic acid,Acute bacterial sinusitis
1261,fusidic acid,Meibomianitis
1261,fusidic acid,Synergy for Neonatal Meningitis
1241,foscarnet,Acyclovir Resistant Mucocutaneous HSV in Immunocompromised Patients
1184,floxuridine,Primary malignant neoplasm of gastrointestinal tract
1187,fluconazole,Prevention of Disseminated Candidiasis
1164,fentanyl,Acute postoperative pain
4164,liraglutide,Diabetes mellitus type 2
4275,zinc sulfate,Red eye
4247,neomycin,Hepatic encephalopathy
781,dapiprazole,Reverse Mydriasis from Ophthalmic Adrenergic or Anticholinergic Agent
824,dexamethasone,Transfusion reaction due to serum protein reaction
824,dexamethasone,Erythroderma
824,dexamethasone,Psoriasis
838,dexpanthenol,Gastroparesis
842,dextromethorphan,Cough
865,diclofenac,Dysmenorrhea
2726,triamcinolone acetonide,Crohn's disease
2823,vinblastine,"Langerhans cell histiocytosis, disseminated"
2777,trovafloxacin,Enterococcus Pelvic Cellulitis
2798,valaciclovir,Suppression of Recurrent Herpes Simplex Infection
1329,granisetron,Post Operative Nausea and Vomiting
1280,gatifloxacin,Skin and Skin Structure Streptococcus Infection
1349,ulobetasol propionate,Scalp psoriasis
4459,procaine benzylpenicillin,Streptococcal Endocarditis
4459,procaine benzylpenicillin,Scarlet fever
4477,sodium citrate,Rhinitis
4296,potassium iodide,Cough
4647,fluorometholone acetate,Iridocyclitis
4523,quinine,Chloroquine Resistant Plasmodium Falciparum Malaria
4554,fluticasone furoate,Allergic rhinitis
953,doxapram,Post Anesthesia Respiratory Depression
962,doxylamine,Sneezing
956,doxepin,Anxiety
920,diphenylpyraline,Allergic rhinitis
920,diphenylpyraline,Urticaria
2999,pyrantel,Enterobiasis
3274,hematoporphyrin,Malignant tumor of esophagus
2843,phytomenadione,Antibiotic Induced Hypoprothrombinemia
4072,ascorbic acid,Breastfeeding (mother)
1388,hydrocortisone,Discoid lupus erythematosus
1388,hydrocortisone,Pemphigus
1388,hydrocortisone,Dermatitis herpetiformis
1388,hydrocortisone,Tenosynovitis
1388,hydrocortisone,Acne vulgaris
1475,ipratropium,Allergic rhinitis
1426,imipenem,Abdominal abscess
1414,idarubicin,"Acute myeloid leukemia, disease"
1569,levofloxacin,Complicated Urinary Tract Infections
4623,spinosad,Pediculosis capitis
4522,carbaldrate,Indigestion
4522,carbaldrate,Gastric Hypersecretory Conditions
34,abacavir,HIV / AIDS (Human immunodeficiency virus infection)
66,acetylcysteine,Thick Bronchial Secretions
85,aciclovir,Recurrent Mucocutaneous Herpes Simplex
102,alatrofloxacin,Pneumonia due to Pseudomonas
1040,eptifibatide,Acute coronary syndrome
1048,erythromycin,Legionnaires' Disease
1046,ertapenem,Infectious disease of abdomen
1055,esomeprazole,Prevention of NSAID Induced Gastric Ulcer
1055,esomeprazole,Osteoarthritis in Patients at High Ulcer Risk
1152,fenofibrate,Mixed hyperlipidemia
1125,ezetimibe,Familial hypercholesterolemia homozygous
3524,resorcinol,Minor Skin Wound Pain
4213,hydrocortisone acetate,Erythema multiforme
1665,mefloquine,Chloroquine Resistant Plasmodium Falciparum Malaria
1676,meloxicam,Rheumatoid arthritis
1612,lovastatin,Arteriosclerotic vascular disease
192,amoxicillin,Tonsillitis due to Haemophilus Influenzae
192,amoxicillin,Bacterial urinary infection
198,ampicillin,Streptococcal septicemia
197,amphotericin B,Cryptococcal Septicemia
197,amphotericin B,Female Urethral Syndrome
242,aripiprazole,Agitation associated with Bipolar Mania
239,argatroban,Thrombosis in Heparin Induced Thrombocytopenia
232,aprobarbital,Insomnia
1225,fluticasone propionate,Discoid lupus erythematosus
1229,fluvastatin,Hypercholesterolemia
1209,fluoxetine,Major depressive disorder
1212,fluphenazine,Psychotic disorder
1188,flucytosine,Systemic Candidiasis Treatment Adjunct
4200,magnesium chloride,Hypomagnesemia
4201,calcium chloride,Hypermagnesemia
4174,rilpivirine,HIV / AIDS (Human immunodeficiency virus infection)
4176,abiraterone acetate,Malignant tumor of prostate
4265,gentamicin,Citrobacter Pneumonia
4246,Polymyxin B,Otitis externa
4247,neomycin,Hepatic coma
4433,calcium glucoheptonate,Hyperkalemia
4341,almasilate,Indigestion
1768,methylprednisolone,Eruption of skin
1725,metformin,Diabetes mellitus type 2
1813,minocycline,Acne vulgaris
1817,misoprostol,Prevention of NSAID Induced Gastric Ulcer
299,benazepril,Hypertensive disorder
361,bexarotene,Primary cutaneous T cell lymphoma
349,betamethasone acetate,Atopic dermatitis
348,betamethasone,Idiopathic thrombocytopenic purpura
1201,flunisolide,Asthma management
1201,flunisolide,Allergic rhinitis
1388,hydrocortisone,Infection by larvae of Trichinella spiralis
1832,mometasone furoate,Eruption of skin
1892,nelarabine,Precursor T cell lymphoblastic lymphoma
1967,norfloxacin,Diarrhea due to E. Coli
1967,norfloxacin,Acute maxillary sinusitis
1967,norfloxacin,Proteus urinary tract infection
450,butoconazole,Candidal vulvovaginitis
454,butorphanol,Pain
499,carbinoxamine,Itching of skin
492,carbenicillin,Morganella Morganii Urinary Tract Infection
546,cefotaxime,Proteus Peritonitis
542,cefonicid,Lower respiratory tract infection
527,cefamandole,Bacterial urinary infection
559,ceftazidime,H. Influenzae Meningitis
1513,itraconazole,Aspergillosis
1452,iodamide,Aortography
1569,levofloxacin,Enterococcus Urinary Tract Infection
1569,levofloxacin,Pneumococcal pneumonia
4664,benzoic acid,Induratio penis plastica
4528,ferrous sulfate,Vitamin deficiency
26,fluorouracil,Metastasis from malignant tumor of colon
66,acetylcysteine,Amyloidosis
1967,norfloxacin,Prevotella Pelvic Cellulitis
1968,norgestimate,Atrophic vulva
1967,norfloxacin,Gardnerella Pelvic Cellulitis
2034,oxymorphone,Pain
2029,oxycodone,Chronic Pain with Opioid Tolerance
2006,oxacillin,Continuation Therapy for Chronic Osteomyelitis
2132,pheniramine,Influenza like symptoms
3487,pramocaine,Tinea pedis
3333,meclocycline,Gonorrhea of rectum
4212,sodium sulfate,Incomplete passage of stool
4213,hydrocortisone acetate,Acute lymphoid leukemia
1547,lansoprazole,NSAID Induced Gastric Ulcer
1605,loratadine,Seasonal allergic rhinitis
138,alprostadil,Impotence
198,ampicillin,Bacteroides Peritonitis
197,amphotericin B,Gonorrhea
237,arbutamine,Cardiac Function Studies
2082,benzylpenicillin,Necrotizing Fasciitis Streptococcus Infection
2068,paroxetine,Major depressive disorder
2134,phenobarbital,Epilepsy
2149,phenylpropanolamine,Nasal congestion
4201,calcium chloride,Skin Grafting Adjunct
4476,ammonium lactate,Dry skin
4456,hydrocortisone succinate,Acute lymphoid leukemia
4456,hydrocortisone succinate,Asthma
4493,alclometasone dipropionate,Atopic dermatitis
4501,armodafinil,Narcolepsy
1603,loracarbef,Urinary tract infectious disease
1765,naltrexone,Severe Pain with Opioid Tolerance
1768,methylprednisolone,Granuloma annulare
1768,methylprednisolone,Pruritus of genital organs
1742,methdilazine,Dermatographic urticaria
1800,miconazole,Candidal vulvovaginitis
1832,mometasone furoate,Contact dermatitis
279,aztreonam,Haemophilus influenzae pneumonia
279,aztreonam,Proteus urinary tract infection
279,aztreonam,Infection due to Enterobacteriaceae
279,aztreonam,Bacterial peritonitis
276,azithromycin,Acute bacterial sinusitis
328,benzoyl peroxide,Acne vulgaris
348,betamethasone,Primary cutaneous T cell lymphoma
328,benzoyl peroxide,Eruption of skin
349,betamethasone acetate,Systemic lupus erythematosus
353,betamethasone dipropionate,Eruption of skin
353,betamethasone dipropionate,Primary cutaneous T cell lymphoma
408,brompheniramine,Allergic rhinitis
2187,piperacillin,Pseudomonas Aeruginosa Osteomyelitis
2187,piperacillin,Peptostreptococcus Pelvic Inflammatory Disease
2148,phenylpropanol,Nasal congestion
2245,prednisolone,Pemphigus
2239,pravastatin,Familial hypercholesterolemia heterozygous
2245,prednisolone,Ocular rosacea
2302,propofol,Sedation in Intubated Patients
4454,testosterone cypionate,LHRH Deficiency
4454,testosterone cypionate,"Klinefelter's syndrome, XXY"
4281,magnesium citrate,Hypocalcemia
1821,mitoxantrone,Metastatic Prostate Carcinoma
1854,moxifloxacin,Streptococcus pyogenes infection
1967,norfloxacin,Otitis externa
1981,ofloxacin,Haemophilus Influenzae Chronic Bronchitis
1967,norfloxacin,Urinary tract infectious disease
1967,norfloxacin,Rhinoscleroma
439,secbutabarbital,Insomnia
463,caffeine,Joint pain
470,camphor,Backache
494,pentoxyverine,Vasomotor rhinitis
492,carbenicillin,Urinary tract infectious disease
522,carvedilol,Left ventricular cardiac dysfunction
537,cefixime,Acute bacterial bronchitis
530,cefazolin,Genitourinary Tract Infections
527,cefamandole,Lower respiratory tract infection
2267,primidone,Epilepsy
2406,rosuvastatin,Familial hypercholesterolemia heterozygous
2406,rosuvastatin,Cerebrovascular accident
105,salbutamol,Chronic Obstructive Pulmonary Disease with Bronchospasms
1967,norfloxacin,Prevotella Septic Abortion
1981,ofloxacin,Female genital tract infection
1962,norethisterone,Menopausal flushing
1950,nitrofurazone,Staphylococcus Aureus Urinary Tract Infection
2041,oxytetracycline,Chlamydia trachomatis infection of genital structure
2041,oxytetracycline,Syphilis
559,ceftazidime,Osteomyelitis due to Staphylococcus aureus
556,cefprozil,Moraxella Catarrhalis Acute Otitis Media
556,cefprozil,Pneumococcal Acute Otitis Media
547,cefotetan,Staphylococcus Endometritis
550,cefoxitin,Streptococcus pyogenes infection
563,ceftizoxime,Klebsiella cystitis
563,ceftizoxime,Staphylococcal pneumonia
563,ceftizoxime,Pneumonia due to Streptococcus
574,cefalotin,Female genital tract infection
575,cefapirin,Infection due to Escherichia coli
2514,sulfamethoxazole,Bacterial urinary infection
2466,sparfloxacin,Haemophilus influenzae pneumonia
2611,tetracycline,Inclusion conjunctivitis
2611,tetracycline,Neonatal conjunctivitis
157,amikacin,Meningitis due to Klebsiella mobilis
157,amikacin,Infection of skin AND/OR subcutaneous tissue
198,ampicillin,Sinusitis
242,aripiprazole,Agitation associated with Schizophrenia
268,azatadine,Sneezing
268,azatadine,Common cold
2129,phenindamine,Nasal discharge
2083,phenoxymethylpenicillin,Streptococcus pyogenes infection
2044,paclitaxel,Malignant tumor of ovary
2090,pentamidine,Pneumocystosis jiroveci pneumonia
2055,calcium pantothenate,Ascorbic acid deficiency
2140,phentermine,Prevention of Hypotension During Spinal Anesthesia
2150,phenyltoloxamine,Nasal discharge
589,chloramphenicol,Otitis externa
616,chlorphenamine,Nasal congestion
624,chlortetracycline,Trachoma
659,ciprofloxacin,Skin and Skin Structure Proteus Infection
640,cilastatin,Acute exacerbation of chronic bronchitis
669,clavulanic acid,Moraxella Catarrhalis Pneumonia
668,clarithromycin,Bacterial pneumonia
2725,triamcinolone,Bursitis
2725,triamcinolone,Humoral hypercalcemia of malignancy
2722,tretinoin,Mottle Hyperpigmentation
2684,tobramycin,Allergic conjunctivitis
2648,tiagabine,Simple partial seizure
2727,triamcinolone diacetate,Articular gout
279,aztreonam,Pseudomonas Aeruginosa Bronchitis
280,bacampicillin,Sinusitis
348,betamethasone,Erythroblastic Anemia
323,benzocaine,Prevent Minor Bacterial Skin Infection
349,betamethasone acetate,Contact dermatitis
348,betamethasone,Transfusion Reaction Urticaria
349,betamethasone acetate,Idiopathic thrombocytopenic purpura
432,bupivacaine,Regional Anesthesia for Postoperative Pain
2187,piperacillin,Skin and Skin Structure Bacteroides Fragilis Infection
2187,piperacillin,Septicemia due to enterococcus
2245,prednisolone,Infective blepharitis
2243,prednicarbate,Granuloma annulare
2286,promethazine,General anesthesia
2267,primidone,Tonic clonic seizure
692,clofazimine,Leprosy
681,clioquinol,Tinea pedis
734,cortisone acetate,Epicondylitis
734,cortisone acetate,Nephrotic syndrome
734,cortisone acetate,Bacterial keratitis
734,cortisone acetate,Iridocyclitis
749,cyclizine,Nasal congestion
769,cysteine,Atelectasis due to Mucous Obstruction
2755,trimethoprim,Blepharoconjunctivitis
2835,nicotinic acid,Familial hypercholesterolemia heterozygous
2815,verapamil,Acute coronary syndrome
2834,riboflavin,Mineral deficiency
2825,vincristine,"Diffuse non Hodgkin's lymphoma, large cell"
2838,ergocalciferol,Glucocorticoid Induced Osteoporosis
437,buspirone,Generalized anxiety disorder
489,carbamazepine,Simple partial seizure
465,calcipotriene,Scalp psoriasis
494,pentoxyverine,Rhinitis
527,cefamandole,Infection due to Staphylococcus aureus
533,cefdinir,Streptococcal tonsillitis
556,cefprozil,Haemophilus Influenzae Acute Otitis Media
2424,scopolamine,Irritable bowel syndrome
842,dextromethorphan,Common cold
852,diazepam,Alcohol withdrawal syndrome
3017,benzalkonium,Minor Skin Wound Pain
2856,zalcitabine,HIV / AIDS (Human immunodeficiency virus infection)
2861,zidovudine,HIV / AIDS (Human immunodeficiency virus infection)
559,ceftazidime,Bacterial pneumonia
547,cefotetan,Infection of skin AND/OR subcutaneous tissue
564,ceftriaxone,Bacterial septicemia
576,cefradine,Staphylococcal pneumonia
565,cefuroxime,Infection of bone
565,cefuroxime,Bacterial infection due to Klebsiella pneumoniae
594,chlordiazepoxide,Local anesthesia
158,amiloride,Hypokalemia Prevention
191,amoxapine,Depressive disorder
197,amphotericin B,Chlamydia trachomatis infection of genital structure
257,atorvastatin,Arteriosclerotic vascular disease
224,antazoline,Sneezing
2041,oxytetracycline,Acute gonococcal cervicitis
1982,olanzapine,Agitation associated with Schizophrenia
2082,benzylpenicillin,Pneumococcal Acute Otitis Media
2082,benzylpenicillin,Streptococcal meningitis
2082,benzylpenicillin,Latent syphilis
2865,ziprasidone,Agitation associated with Schizophrenia
3909,clindamycin phosphate,Pneumococcal pneumonia
3909,clindamycin phosphate,Streptococcal septicemia
4127,serine,Pulmonary tuberculosis
3520,rapacuronium,Skeletal Muscle Relaxation for Endotracheal Intubation
1414,idarubicin,"Acute promyelocytic leukemia, FAB M3"
4277,iron,Iron deficiency anemia
1700,mepivacaine,Administration of Local Anesthetic Nerve Block
1710,mesalazine,Chronic ulcerative rectosigmoiditis
1659,medroxyprogesterone,Dysfunctional uterine bleeding
276,azithromycin,Chancroid
277,azlocillin,Bacterial septicemia
348,betamethasone,Scalp psoriasis
349,betamethasone acetate,Autoimmune hemolytic anemia
353,betamethasone dipropionate,Pruritus ani
401,bromfenac,Pain
403,bromocriptine,Postencephalitic parkinsonism
2146,phenylephrine,Rectal pain
2139,phensuximide,Absence seizure
2150,phenyltoloxamine,Vasomotor rhinitis
2152,phenytoin,Tonic clonic epilepsy
2187,piperacillin,Appendicitis
2187,piperacillin,Bacteroides Pneumonia
2187,piperacillin,Complicated Skin and Skin Structure Staphylococcus Aureus Infection
2245,prednisolone,Berylliosis
4210,oxaliplatin,Metastasis from malignant tumor of colon
4240,zinc oxide,Itching of skin
4149,doripenem,Complicated Urinary Tract Infections
4169,ceftaroline fosamil,Infection due to Escherichia coli
4138,gentian violet,Candidal vulvovaginitis
1594,lomefloxacin,Urinary tract infectious disease
1768,methylprednisolone,Acute lymphoid leukemia
1768,methylprednisolone,Synovitis
1738,methapyrilene,Allergic conjunctivitis
1738,methapyrilene,Anaphylaxis Adjunct
432,bupivacaine,Regional Anesthesia for Ophthalmologic Surgery
489,carbamazepine,Lennox Gastaut syndrome
484,captopril,Diabetic renal disease
499,carbinoxamine,Urticaria
492,carbenicillin,Enterococcus Urinary Tract Infection
546,cefotaxime,Clostridium Endometritis
542,cefonicid,Proteus urinary tract infection
2243,prednicarbate,Eruption of skin
2298,propiomazine,General anesthesia
2269,probucol,Hyperlipidemia
2370,reserpine,Psychotic disorder
4265,gentamicin,Synergy for Staphylococcal Endocarditis
4265,gentamicin,Dacryocystitis
4265,gentamicin,Folliculitis
4245,methyl salicylate,Sprains and Strains
4425,colistin,Klebsiella Infections
4477,sodium citrate,Heartburn
4477,sodium citrate,Nasal congestion
4485,diflorasone diacetate,Primary cutaneous T cell lymphoma
1813,minocycline,Actinomycotic infection
1790,metronidazole,Infection by Trichomonas
1865,nadolol,Hypertensive disorder
530,cefazolin,Pneumonia due to Streptococcus
559,ceftazidime,Neonatal meningitis
555,cefpodoxime proxetil,Staphylococcus Saprophyticus Urinary Tract Infection
550,cefoxitin,Septicemia due to Escherichia coli
550,cefoxitin,Pelvic Inflammatory Disease with Neisseria Gonorrhea
564,ceftriaxone,Escherichia coli meningitis
576,cefradine,Pharyngitis
571,cefalexin,Klebsiella Prostatitis
565,cefuroxime,Streptococcus Pneumoniae Bronchitis
2396,rocuronium,"Muscle relaxation, function"
2356,ramipril,Myocardial Infarction Prevention
2424,scopolamine,Nasal congestion
2500,sulfadiazine,Skin ulcer
4383,calcium lactate,Postmenopausal osteoporosis
4290,magnesium sulfate,Hypomagnesemia
4507,halcinonide,Lichen simplex chronicus
4507,halcinonide,Seborrheic dermatitis
4510,magnesium salicylate,Dysmenorrhea
4515,magnesium gluconate,Constipation
4528,ferrous sulfate,Mineral deficiency
4625,ammonia,Seborrheic dermatitis
1981,ofloxacin,Complicated Skin and Skin Structure Proteus Infection
1962,norethisterone,Atrophic vulva
2041,oxytetracycline,Infective otitis media
633,ciclesonide,Asthma management
671,clemastine,Urticaria
